album_name,track_number,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,explicit,key_name,mode_name,key_mode
Lover,13.0,False God,0.739,0.32,11.0,-10.862,0.0,0.239,0.736,0.000147,0.111,0.351,79.97,4.0,200307.0,False,B,minor,B minor
Lover,14.0,You Need To Calm Down,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026,4.0,171360.0,False,D,major,D major
Lover,15.0,Afterglow,0.756,0.449,9.0,-8.746,1.0,0.0344,0.13,0.0,0.114,0.399,111.011,4.0,223293.0,False,A,major,A major
Lover,16.0,ME!,0.61,0.83,0.0,-4.105,1.0,0.0571,0.033,0.0,0.118,0.728,182.162,4.0,193000.0,False,C,major,C major
Lover,17.0,It's Nice To Have A Friend,0.737,0.175,10.0,-9.912,1.0,0.0401,0.971,0.000337,0.171,0.545,70.008,4.0,150440.0,False,A#,major,A# major
Lover,18.0,Daylight,0.557,0.496,0.0,-9.602,1.0,0.0563,0.808,0.000173,0.0772,0.265,149.983,4.0,293453.0,False,C,major,C major
folklore,1.0,the 1,0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,4.0,210240.0,True,C,major,C major
folklore,2.0,cardigan,0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,4.0,239560.0,False,C,minor,C minor
folklore,3.0,the last great american dynasty,0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,4.0,231000.0,True,G,major,G major
folklore,4.0,exile,0.31,0.374,6.0,-8.464,1.0,0.0275,0.761,2.46e-05,0.11,0.16,75.938,4.0,285640.0,False,F#,major,F# major
folklore,5.0,my tears ricochet,0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,4.0,255893.0,False,C,major,C major
folklore,6.0,mirrorball,0.549,0.417,7.0,-10.064,1.0,0.035,0.686,1.9e-06,0.0604,0.347,110.137,4.0,208973.0,False,G,major,G major
folklore,7.0,seven,0.602,0.494,4.0,-10.813,1.0,0.0277,0.888,2.59e-05,0.0902,0.374,94.955,4.0,208907.0,False,E,major,E major
folklore,8.0,august,0.387,0.634,5.0,-9.222,1.0,0.0363,0.553,6.93e-05,0.0931,0.42,89.567,4.0,261920.0,False,F,major,F major
folklore,9.0,this is me trying,0.511,0.478,9.0,-9.837,1.0,0.0322,0.312,2.3e-05,0.147,0.408,135.882,4.0,195107.0,False,A,major,A major
folklore,10.0,illicit affairs,0.529,0.304,10.0,-10.567,1.0,0.0356,0.862,0.0,0.108,0.44,119.58,4.0,190893.0,False,A#,major,A# major
folklore,11.0,invisible string,0.651,0.459,4.0,-11.128,0.0,0.0507,0.859,6.63e-05,0.105,0.454,83.455,4.0,252880.0,False,E,minor,E minor
folklore,12.0,mad woman,0.593,0.7,3.0,-9.016,1.0,0.0492,0.67,6.77e-06,0.116,0.451,141.898,4.0,237267.0,True,D#,major,D# major
folklore,13.0,epiphany,0.317,0.254,1.0,-13.679,1.0,0.0286,0.727,0.000326,0.0867,0.103,93.933,4.0,289747.0,False,C#,major,C# major
folklore,14.0,betty,0.595,0.376,0.0,-8.767,1.0,0.0256,0.589,0.0,0.0989,0.476,95.946,4.0,294520.0,True,C,major,C major
folklore,15.0,peace,0.644,0.284,5.0,-12.879,1.0,0.0821,0.916,1.5e-05,0.0909,0.328,150.072,4.0,234000.0,True,F,major,F major
folklore,16.0,hoax,0.676,0.178,8.0,-15.01,1.0,0.0394,0.964,7.9e-06,0.135,0.404,118.84,4.0,220040.0,False,G#,major,G# major
folklore,17.0,the lakes,0.313,0.258,2.0,-11.532,1.0,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,4.0,211813.0,False,D,major,D major
The Taylor Swift Holiday Collection,1.0,Last Christmas,0.702,0.77,5.0,-5.319,1.0,0.0372,0.31,0.0,0.149,0.685,116.009,4.0,208253.0,False,F,major,F major
The Taylor Swift Holiday Collection,2.0,Christmases When You Were Mine,0.625,0.206,7.0,-12.568,1.0,0.0285,0.646,0.0,0.0915,0.392,79.466,4.0,184253.0,False,G,major,G major
The Taylor Swift Holiday Collection,3.0,Santa Baby,0.759,0.509,5.0,-6.593,1.0,0.0271,0.159,0.0,0.153,0.75,107.948,4.0,158600.0,False,F,major,F major
The Taylor Swift Holiday Collection,4.0,Silent Night,0.423,0.311,7.0,-7.581,1.0,0.0319,0.621,0.0,0.0987,0.134,119.546,3.0,209893.0,False,G,major,G major
The Taylor Swift Holiday Collection,5.0,Christmas Must Be Something More,0.689,0.793,7.0,-4.838,1.0,0.0356,0.298,0.0,0.107,0.506,122.879,4.0,232147.0,False,G,major,G major
The Taylor Swift Holiday Collection,6.0,White Christmas,0.562,0.392,9.0,-9.014,1.0,0.0287,0.587,0.0,0.224,0.514,145.792,4.0,154000.0,False,A,major,A major
Beautiful Eyes,1.0,Beautiful Eyes,0.5890084033613445,0.5770840336134454,4.676470588235294,-7.364197478991597,0.9159663865546218,0.0535172268907562,0.2987187478991597,0.0033253801680672,0.1408903361344538,0.4078394957983193,124.03876470588236,3.974789915966386,237852.5924369748,False,G,major,G major
Beautiful Eyes,2.0,Should've Said No (Alternate Version),0.5890084033613445,0.5770840336134454,4.676470588235294,-7.364197478991597,0.9159663865546218,0.0535172268907562,0.2987187478991597,0.0033253801680672,0.1408903361344538,0.4078394957983193,124.03876470588236,3.974789915966386,237852.5924369748,False,G,major,G major
Beautiful Eyes,3.0,Teardrops On My Guitar (Acoustic Version),0.5890084033613445,0.5770840336134454,4.676470588235294,-7.364197478991597,0.9159663865546218,0.0535172268907562,0.2987187478991597,0.0033253801680672,0.1408903361344538,0.4078394957983193,124.03876470588236,3.974789915966386,237852.5924369748,False,G,major,G major
Beautiful Eyes,4.0,Picture To Burn (Radio Edit),0.5890084033613445,0.5770840336134454,4.676470588235294,-7.364197478991597,0.9159663865546218,0.0535172268907562,0.2987187478991597,0.0033253801680672,0.1408903361344538,0.4078394957983193,124.03876470588236,3.974789915966386,237852.5924369748,False,G,major,G major
Beautiful Eyes,6.0,I Heart ?,0.5890084033613445,0.5770840336134454,4.676470588235294,-7.364197478991597,0.9159663865546218,0.0535172268907562,0.2987187478991597,0.0033253801680672,0.1408903361344538,0.4078394957983193,124.03876470588236,3.974789915966386,237852.5924369748,False,G,major,G major
