album_name,ep,album_release,track_number,track_name,artist,track_release,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,explicit,key_name,mode_name,key_mode,lyric
Speak Now,False,2010-10-25,6.0,Mean,Taylor Swift,2010-10-18,0.568,0.761,4.0,-3.987,1.0,0.0459,0.452,0.0,0.217,0.789,163.974,4.0,237733.0,False,E,major,E major,"[Verse 1] You, with your words like knives And swords and weapons that you use against me You have knocked me off my feet again Got me feeling like I'm nothing You, with your voice like nails on a chalkboard Calling me out when I'm wounded You, picking on the weaker man [Pre-Chorus] Well, you can take me down With just one single blow But you don't know what you don't know [Chorus] Someday, I'll be living in a big old city And all you're ever gonna be is mean Someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean Why you gotta be so mean? [Verse 2] You, with your switching sides And your wildfire lies and your humiliation You have pointed out my flaws again As if I don't already see them I walk with my head down, trying to block you out 'Cause I'll never impress you I just wanna feel okay again [Pre-Chorus] I bet you got pushed around Somebody made you cold But the cycle ends right now 'Cause you can't lead me down that road And you don't know what you don't know [Chorus] Someday, I'll be living in a big old city And all you're ever gonna be is mean Someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean Why you gotta be so mean? [Bridge] And I can see you years from now in a bar Talking over a football game With that same big loud opinion But nobody's listening Washed up and ranting about the same old bitter things Drunk and grumbling on about how I can't sing But all you are is mean All you are is mean And a liar, and pathetic, and alone in life And mean, and mean, and mean, and mean [Breakdown] But someday, I'll be living in a big old city And all you're ever gonna be is mean, yeah [Chorus] Someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean Why you gotta be so mean? Someday, I'll be living in a big old city (Why you gotta be so mean?) And all you're ever gonna be is mean (Why you gotta be so mean?) Someday, I'll be big enough so you can't hit me (Why you gotta be so mean?) And all you're ever gonna be is mean Why you gotta be so mean?"
Speak Now,False,2010-10-25,7.0,The Story Of Us,Taylor Swift,2010-10-25,0.543,0.818,4.0,-3.611,1.0,0.0398,0.00478,0.000368,0.0357,0.683,139.898,4.0,265667.0,False,E,major,E major,"[Verse 1] I used to think one day, we'd tell the story of us How we met, and the sparks flew instantly And people would say, they're the lucky ones I used to know my place was a spot next to you Now I'm searching the room for an empty seat 'Cause lately, I don't even know what page you're on [Pre-Chorus 1] Oh, a simple complication Miscommunications lead to fallout So many things that I wish you knew So many walls up, I can't break through [Chorus] Now I'm standing alone in a crowded room And we're not speaking And I'm dying to know Is it killing you like it's killing me? Yeah, I don't know what to say Since the twist of fate when it all broke down And the story of us looks a lot like a tragedy now Next chapter [Verse 2] How'd we end up this way? See me nervously pulling at my clothes and trying to look busy And you're doing your best to avoid me I'm starting to think one day, I'll tell the story of us Of how I was losing my mind when I saw you here But you held your pride like you should've held me [Pre-Chorus 2] Oh, I'm scared to see the ending Why are we pretending this is nothing? I'd tell you I miss you, but I don't know how I've never heard silence quite this loud [Chorus] Now I'm standing alone in a crowded room And we're not speaking And I'm dying to know Is it killing you like it's killing me? Yeah, and I don't know what to say Since the twist of fate, when it all broke down And the story of us looks a lot like a tragedy now [Bridge] This is looking like a contest Of who can act like they care less But I liked it better when you were on my side The battle's in your hands now But I would lay my armor down If you say you'd rather love than fight So many things that you wish I knew But the story of us might be ending soon [Chorus] Now I'm standing alone in a crowded room And we're not speaking And I'm dying to know Is it killing you like it's killing me? Yeah, and I don't know what to say Since the twist of fate, when it all broke down And the story of us looks a lot like a tragedy now, now, now [Outro] And we're not speaking And I'm dying to know Is it killing you like it's killing me, yeah? I don't know what to say since the twist of fate 'Cause we're going down And the story of us looks a lot like a tragedy now The End"
Speak Now,False,2010-10-25,8.0,Never Grow Up,Taylor Swift,2010-10-25,0.714,0.305,2.0,-8.837,1.0,0.0305,0.819,0.0,0.174,0.554,124.91,4.0,290467.0,False,D,major,D major,"[Verse 1] Your little hand's wrapped around my finger And it's so quiet in the world tonight Your little eyelids flutter cause you're dreaming So I tuck you in, turn on your favorite night light To you everything's funny, you got nothing to regret I'd give all I have, honey If you could stay like that [Chorus] Oh darling, don't you ever grow up Don't you ever grow up, just stay this little Oh darling, don't you ever grow up Don't you ever grow up, it could stay this simple I won't let nobody hurt you, won't let no one break your heart And no one will desert you Just try to never grow up, never grow up [Verse 2] You're in the car on the way to the movies And you're mortified your mom's dropping you off At 14 there's just so much you can't do And you can't wait to move out someday and call your own shots But don't make her drop you off around the block Remember that she's getting older too And don't lose the way that you dance around in your pj's getting ready for school [Chorus] Oh darling, don't you ever grow up Don't you ever grow up, just stay this little Oh darling, don't you ever grow up Don't you ever grow up, it could stay this simple No one's ever burned you, nothing's ever left you scarred And even though you want to, just try to never grow up [Bridge] Take pictures in your mind of your childhood room Memorize what it sounded like when your dad gets home Remember the footsteps, remember the words said And all your little brother's favorite songs I just realized everything I have is someday gonna be gone So here I am in my new apartment In a big city, they just dropped me off It's so much colder than I thought it would be So I tuck myself in and turn my night light on Wish I'd never grown up I wish I'd never grown up [Chorus] Oh I don't wanna grow up, wish I'd never grown up I could still be little Oh I don't wanna grow up, wish I'd never grown up It could still be simple Oh darling, don't you ever grow up Don't you ever grow up, just stay this little Oh darling, don't you ever grow up Don't you ever grow up, it could stay this simple Won't let nobody hurt you Won't let no one break your heart And even though you want to, please try to never grow up Oh, don't you ever grow up Oh, never grow up, just never grow up"
Speak Now,False,2010-10-25,9.0,Enchanted,Taylor Swift,2010-10-25,0.455,0.623,8.0,-3.878,1.0,0.0288,0.0739,0.000424,0.146,0.208,163.893,4.0,352187.0,False,G#,major,G# major,"[Verse 1] There I was again tonight Forcing laughter, faking smiles Same old tired, lonely place Walls of insincerity, shifting eyes and vacancy Vanished when I saw your face All I can say is, it was enchanting to meet you [Verse 2] Your eyes whispered, ""Have we met?"" Across the room your silhouette Starts to make its way to me The playful conversation starts Counter all your quick remarks Like passing notes in secrecy And it was enchanting to meet you All I can say is, I was enchanted to meet you [Chorus] This night is sparkling Don't you let it go I'm wonderstruck Blushing all the way home I'll spend forever Wondering if you knew I was enchanted to meet you [Verse 3] The lingering question kept me up 2AM, who do you love? I wonder 'til I'm wide awake And now I'm pacing back and forth Wishing you were at my door I'd open up and you would say, ""Hey"" It was enchanting to meet you All I know is I was enchanted to meet you [Chorus 2] This night is sparkling Don't you let it go I'm wonderstruck Blushing all the way home I'll spend forever Wondering if you knew This night is flawless Don't you let it go I'm wonderstruck Dancing around all alone I'll spend forever Wondering if you knew I was enchanted to meet you [Bridge] This is me praying that This was the very first page Not where the storyline ends My thoughts will echo your name Until I see you again These are the words I held back As I was leaving too soon I was enchanted to meet you [Breakdown] Please don't be in love With someone else Please don't have somebody Waiting on you Please don't be in love With someone else Please don't have somebody Waiting on you [Chorus 2] This night is sparkling Don't you let it go I'm wonderstruck Blushing all the way home I'll spend forever Wondering if you knew This night is flawless Don't you let it go I'm wonderstruck Dancing around all alone I'll spend forever Wondering if you knew I was enchanted to meet you [Outro] Please don't be in love With someone else Please don't have somebody Waiting on you"
Speak Now,False,2010-10-25,10.0,Better Than Revenge,Taylor Swift,2010-10-25,0.516,0.917,11.0,-3.186,0.0,0.0827,0.0139,6.37e-06,0.36,0.635,145.821,4.0,217160.0,False,B,minor,B minor,"[Intro] Now go stand in the corner and think about what you did Ha, time for a little revenge [Verse 1] The story starts when it was hot and it was summer and I had it all, I had him right there, where I wanted him She came along, got him alone, and let's hear the applause She took him faster than you can say sabotage [Pre-Chorus 1] I never saw it coming, wouldn't have suspected it I underestimated just who I was dealing with She had to know the pain was beating on me like a drum She underestimated just who she was stealing from [Chorus] She's not a saint and she's not what you think She's an actress, whoa She's better known for the things that she does On the mattress, whoa Soon she's gonna find stealing other people's toys On the playground won't make you many friends She should keep in mind, she should keep in mind There is nothing I do better than revenge, ha! [Verse 2] She looks at life like it's a party and she's on the list She looks at me like I'm a trend and she's so over it I think her ever-present frown is a little troubling And she thinks I'm psycho 'cause I like to rhyme her name with things [Pre-Chorus 2] But sophistication isn't what you wear or who you know Or pushing people down to get you where you wanna go Oh, they didn't teach you that in prep school, so it's up to me But no amount of vintage dresses gives you dignity (Think about what you did) [Chorus] She's not a saint and she's not what you think She's an actress, whoa She's better known for the things that she does On the mattress, whoa Soon she's gonna find stealing other people's toys On the playground won't make you many friends She should keep in mind, she should keep in mind There is nothing I do better than revenge, HA! [Bridge] I'm just another thing for you to roll your eyes at, honey You might have him, but haven't you heard? I'm just another thing for you to roll your eyes at, honey You might have him, but I always get the last word Whoa, whoa-ah-oh [Chorus] She's not a saint and she's not what you think She's an actress, whoa (she deserved it) She's better known for the things that she does On the mattress, whoa Soon she's gonna find stealing other people's toys On the playground won't make you many friends She should keep in mind, she should keep in mind There is nothing I do better than revenge, HA! [Outro] Do you still feel like you know what you're doing? 'Cause I don't think you do, oh (no, no, no, no) Do you still feel like you know what you're doing? (no) I don't think you do, I don't think you do Let's hear the applause (come on, come on) Come on, show me how much better you are (so much better, yeah?) See you deserve some applause 'Cause you're so much better She took him faster than you could say sabotage"
Speak Now,False,2010-10-25,11.0,Innocent,Taylor Swift,2010-10-25,0.552,0.608,1.0,-5.29,0.0,0.0259,0.186,0.0,0.125,0.17,134.05,4.0,302253.0,False,C#,minor,C# minor,"[Verse 1] I guess you really did it this time Left yourself in your war path Lost your balance on a tightrope Lost your mind trying to get it back [Pre-Chorus 1] Wasn't it easier in your lunchbox days? Always a bigger bed to crawl into Wasn't it beautiful when you believed in everything And everybody believed in you? [Chorus] It's alright, just wait and see Your string of lights is still bright to me Oh, who you are is not where you've been You're still an innocent You're still an innocent [Verse 2] Did some things you can't speak of But at night, you live it all again You wouldn't be shattered on the floor now If only you had seen what you know now then [Pre-Chorus 2] Wasn't it easier in your firefly-catching days? When everything out of reach, someone bigger brought down to you Wasn't it beautiful running wild 'til you fell asleep Before the monsters caught up to you? [Chorus] It's alright, just wait and see Your string of lights is still bright to me Oh, who you are is not where you've been You're still an innocent It's okay, life is a tough crowd 32, and still growing up now Who you are is not what you did You're still an innocent [Bridge] Time turns flames to embers You'll have new Septembers Every one of us has messed up too Lives change like the weather I hope you remember Today is never too late to be brand new, oh [Chorus] It's alright, just wait and see Your string of lights is still bright to me Oh, who you are is not where you've been You're still an innocent It's okay, life is a tough crowd 32, and still growing up now Who you are is not what you did You're still an innocent You're still an innocent [Outro] Lost your balance on a tightrope It's never too late to get it back"
Speak Now,False,2010-10-25,12.0,Haunted,Taylor Swift,2010-10-25,0.436,0.95,5.0,-2.627,1.0,0.057,0.0826,1.08e-06,0.149,0.352,162.088,4.0,242080.0,False,F,major,F major,"[Verse 1] You and I walk a fragile line I have known it all this time But I never thought I'd live to see it break It's getting dark and it's all too quiet And I can't trust anything now And it's coming over you like it's all a big mistake [Pre-Chorus] Whoa, holding my breath Won't lose you again Something's made your eyes go cold [Chorus] Come on, come on, don't leave me like this I thought I had you figured out Something's gone terribly wrong You're all I wanted Come on, come on, don't leave me like this I thought I had you figured out Can't breathe whenever you're gone Can't turn back now, I'm haunted [Verse 2] Stood there and watched you walk away From everything we had But I still mean every word I said to you He will try to take away my pain And he just might make me smile But the whole time, I'm wishing it was you instead [Pre-Chorus] Oh, holding my breath Won't see you again Something keeps me holding onto nothing [Chorus] Come on, come on, don't leave me like this I thought I had you figured out Something's gone terribly wrong You're all I wanted Come on, come on, don't leave me like this I thought I had you figured out Can't breathe whenever you're gone Can't turn back now, I'm haunted [Bridge] I know I know I just know You're not gone, you can't be gone, no [Chorus] Come on, come on, don't leave me like this I thought I had you figured out Something's gone terribly wrong Won't finish what you started Come on, come on, don't leave me like this I thought I had you figured out Can't breathe whenever you're gone Can't go back, I'm haunted (Oh, oh, oh, oh, oh, oh, oh, oh, oh) [Outro] You and I walk a fragile line I have known it all this time Never ever thought I'd see it break Never thought I'd see it"
Speak Now,False,2010-10-25,13.0,Last Kiss,Taylor Swift,2010-10-25,0.371,0.341,10.0,-9.475,1.0,0.0319,0.57,3.09e-05,0.101,0.196,89.038,1.0,367133.0,False,A#,major,A# major,"[Verse 1] I still remember the look on your face Lit through the darkness at 1:58 The words that you whispered For just us to know You told me you loved me So why did you go away? Away I do recall now the smell of the rain Fresh on the pavement I ran off the plane That July 9th The beat of your heart It jumps through your shirt I can still feel your arms [Chorus] But now I'll go sit on the floor Wearing your clothes All that I know is I don't know how to be something you miss I never thought we'd have a last kiss Never imagined we'd end like this Your name, forever the name on my lips [Verse 2] I do remember the swing of your step The life of the party, you're showing off again And I roll my eyes and then You pull me in I'm not much for dancing But for you I did Because I love your handshake, meeting my father I love how you walk with your hands in your pockets How you kissed me when I was in the middle of saying something There's not a day I don't miss those rude interruptions [Chorus] And I'll go sit on the floor Wearing your clothes All that I know is I don't know how to be something you miss I never thought we'd have a last kiss I never imagined we'd end like this Your name, forever the name on my lips, ooh [Bridge] So I'll watch your life in pictures like I used to watch you sleep And I feel you forget me like I used to feel you breathe And I keep up with our old friends just to ask them how you are Hope it's nice where you are And I hope the sun shines And it's a beautiful day And something reminds you You wish you had stayed You can plan for a change in weather and time But I never planned on you changing your mind [Chorus] So I'll go sit on the floor Wearing your clothes All that I know is I don't know how to be something you miss I never thought we'd have a last kiss Never imagined we'd end like this Your name, forever the name on my lips Just like our last kiss Forever the name on my lips Forever the name on my lips [Outro] Just like our last"
Speak Now,False,2010-10-25,14.0,Long Live,Taylor Swift,2010-10-25,0.418,0.68,7.0,-4.3,1.0,0.0347,0.036,7.59e-05,0.114,0.142,204.12,4.0,317453.0,False,G,major,G major,"[Verse 1] I said, remember this moment, in the back of my mind The time we stood with our shaking hands The crowds in stands went wild We were the kings and the queens And they read off our names The night you danced like you knew our lives Would never be the same You held your head like a hero On a history book page It was the end of a decade But the start of an age [Chorus] Long live the walls we crashed through All the kingdom lights shined just for me and you I was screaming, long live all the magic we made And bring on all the pretenders One day, we will be remembered [Verse 2] I said, remember this feeling I passed the pictures around Of all the years that we stood there On the side-lines wishing for right now We are the kings and the queens You traded your baseball cap for a crown When they gave us our trophies And we held them up for our town And the cynics were outraged Screaming, ""This is absurd"" 'Cause for a moment, a band of thieves In ripped up jeans got to rule the world [Chorus] Long live the walls we crashed through All the kingdom lights shined just for me and you I was screaming, long live all the magic we made And bring on all the pretenders I'm not afraid Long live all the mountains we moved I had the time of my life fighting dragons with you I was screaming, long live that look on your face And bring on all the pretenders One day, we will be remembered [Bridge] Hold on to spinning around Confetti falls to the ground May these memories break our fall [Breakdown] Will you take a moment? Promise me this That you'll stand by me forever But if, God forbid, fate should step in And force us into a goodbye If you have children some day When they point to the pictures Please tell them my name Tell them how the crowds went wild Tell them how I hope they shine Long live the walls we crashed through I had the time of my life, with you [Chorus] Long, long live the walls we crashed through All the kingdom lights shined just for me and you I was screaming, long live all the magic we made And bring on all the pretenders I'm not afraid Singing, long live all the mountains we moved I had the time of my life fighting dragons with you And long, long live that look on your face And bring on all the pretenders One day, we will be remembered"
Speak Now,False,2010-10-25,15.0,Ours,Taylor Swift,2010-10-25,0.608,0.569,0.0,-7.227,1.0,0.0284,0.537,0.0,0.097,0.238,159.845,4.0,237920.0,False,C,major,C major,"[Verse 1] Elevator buttons and morning air Strangers' silence makes me want to take the stairs If you were here, we'd laugh about their vacant stares But right now, my time is theirs Seems like there's always someone who disapproves They'll judge it like they know about me and you And the verdict comes from those with nothing else to do The jury's out, but my choice is you [Chorus] So don't you worry your pretty little mind People throw rocks at things that shine And life makes love look hard The stakes are high, the water's rough But this love is ours [Verse 2] You never know what people have up their sleeves Ghosts from your past gonna jump out at me Lurking in the shadows with their lip gloss smiles But I don't care, 'cause right now, you're mine [Chorus] And you'll say Don't you worry your pretty little mind People throw rocks at things that shine And life makes love look hard The stakes are high, the water's rough But this love is ours [Bridge] And it's not theirs to speculate if it's wrong And your hands are tough, but they are where mine belong And I'll fight their doubt and give you faith With this song for you [Breakdown] 'Cause I love the gap between your teeth And I love the riddles that you speak And any snide remarks from my father about your tattoos Will be ignored 'Cause my heart is yours [Chorus] So don't you worry your pretty little mind People throw rocks at things that shine And life makes love look hard Don't you worry your pretty little mind People throw rocks at things that shine But they can't take what's ours They can't take what's ours [Outro] The stakes are high, the water's rough But this love is ours"
Speak Now,False,2010-10-25,16.0,If This Was A Movie,Taylor Swift,2010-10-25,0.511,0.719,4.0,-3.457,1.0,0.0265,0.166,4.54e-06,0.34,0.289,147.852,4.0,234547.0,False,E,major,E major,"[Verse 1] Last night, I heard my own heart beating Sounded like footsteps on my stairs Six months gone and I'm still reaching Even though I know you're not there I was playing back a thousand memories, baby Thinkin' 'bout everything we've been through Maybe I've been going back too much lately When time stood still and I had you [Chorus] Come back, come back, come back to me like You would, you would if this was a movie Stand in the rain outside till I came out Come back, come back, come back to me like You could, you could if you just said you're sorry I know that we could work it out somehow But if this was a movie you'd be here by now [Verse 2] I know people change and these things happen But I remember how it was back then Wrapped up in your arms and our friends were laughing 'Cause nothing like this ever happened to them Now I'm pacing down the hall, chasing down your street Flashback to the night when you said to me ""Nothing's gonna change, not for me and you"" Not before I knew how much I had to lose [Chorus] Come back, come back, come back to me like You would, you would if this was a movie Stand in the rain outside till I came out Come back, come back, come back to me like You could, you could if you just said you're sorry I know that we could work it out somehow But if this was a movie you'd be here by now [Bridge] If you're out there, if you're somewhere, if you're moving on I've been waiting for you every day since you've been gone I just want it back the way it was before And I just want to see you back at my front door [Chorus - Variation] And I say, ""Come back, come back, come back to me like You would before you said it's not that easy Before the fight, before I locked you out"" But I take it all back now [Chorus] Come back, come back, come back to me like You would, you would if this was a movie Stand in the rain outside till I came out Come back, come back, come back to me like You could, you could if you just said you're sorry I know that we could work it out somehow But if this was a movie you'd be here by now [Outro] You'd be here by now It's not the kind of ending you want to see now Baby, what about the ending? Oh, I thought you'd be here by now Thought you'd be here by now"
Speak Now,False,2010-10-25,17.0,Superman,Taylor Swift,2010-10-25,0.582,0.765,7.0,-3.648,1.0,0.0324,0.0268,1.95e-06,0.103,0.559,131.982,4.0,275960.0,False,G,major,G major,"[Verse 1] Tall, dark, and superman He puts papers in his briefcase and drives away To save the world or go to work It's the same thing to me He's got his mother's eyes, his father's ambition I wonder if he knows how much that I miss him I hang on every word you say, yay And you smile and say, ""How are you?” I say, ""Just fine"" I always forget to tell you, I love you I love you forever [Chorus] I watch superman fly away You've got a busy day today Go save the world, I'll be around I watch superman fly away Come back, I'll be with you someday I'll be right here on the ground When you come back down [Verse 2] Tall, dark and beautiful He's complicated, he's irrational But I hope someday you'll take me away and save the day, yeah Something in his deep brown eyes has me sayin' He's not all bad like his reputation And I can't hear one single word they say And you'll leave, got places to be and I'll be okay I always forget to tell you I love you I loved you from the very first day [Chorus] I watch superman fly away You've got a busy day today Go save the world, I'll be around I watch superman fly away Come back, I'll be with you someday I'll be right here on the ground When you come back down [Bridge] And I watch you fly around the world And I hope you don't save some other girl Don't forget, don't forget about me I'm far away, but I never let you go I'm love-struck and looking out the window Don't forget, don't forget where I'll be [Breakdown] Right here, wishing the flowers were from you Wishing the card was from you Wishing the call was from you 'Cause I loved you from the very first day [Chorus - Variation] I watch superman fly away You've got a busy day today Go save the world, I'll be around Forever and ever here I watch superman fly away I swear, I'll be with you someday I'll be right here on the ground When you come back down [Outro] La, la, la, la, la, la La, la, la, la, la, la When you come back down"
Red,False,2012-10-22,1.0,State Of Grace,Taylor Swift,2012-10-16,0.588,0.825,4.0,-5.882,1.0,0.0328,0.000197,0.00138,0.0885,0.397,129.968,4.0,295187.0,False,E,major,E major,"[Verse 1] I'm walking fast through the traffic lights Busy streets and busy lives And all we know, is touch and go We are alone with our changing minds We fall in love 'til it hurts or bleeds, or fades in time [Chorus] And I never saw you coming And I’ll never be the same [Verse 2] You come around and the armor falls Pierce the room like a cannon ball Now all we know, is don’t let go We are alone, just you and me Up in your room and our slates are clean Just twin fire signs, four blue eyes [Pre-Chorus] So you were never a saint And I've loved in shades of wrong We learn to live with the pain Mosaic broken hearts But this love is brave and wild [Chorus] And I never (never) saw you coming And I’ll never (never) be the same [Bridge] This is a state of grace This is the worthwhile fight Love is a ruthless game Unless you play it good and right These are the hands of fate You’re my Achilles heel This is the golden age of something good And right and real [Breakdown] And I never (never) saw you coming And I’ll never (never) be the same [Chorus] And I never (never) saw you coming And I’ll never (So you were never a saint And I've loved in shades of wrong) Be the same (We learn to live with the pain Mosaic broken hearts But this love is brave and wild) [Outro] This is a state of grace This is the worthwhile fight Love is a ruthless game Unless you play it good and right"
Red,False,2012-10-22,2.0,Red,Taylor Swift,2012-10-02,0.602,0.896,1.0,-4.267,0.0,0.0437,0.0773,8.87e-05,0.091,0.641,124.978,4.0,220827.0,False,C#,minor,C# minor,"[Verse 1] Loving him is like driving a new Maserati Down a dead-end street Faster than the wind, passionate as sin Ending so suddenly Loving him is like trying to change your mind Once you're already flying through the free fall Like the colors in autumn, so bright Just before they lose it all [Chorus] Losing him was blue like I'd never known Missing him was dark grey, all alone Forgetting him was like Trying to know somebody you never met But loving him was red Loving him was red [Verse 2] Touching him was like realizing all you ever wanted Was right there in front of you Memorizing him was as easy as knowing All the words to your old favorite song Fighting with him was like trying to solve a crossword And realizing there's no right answer Regretting him was like wishing you never found out That love could be that strong [Chorus] Losing him was blue like I'd never known Missing him was dark grey, all alone Forgetting him was like Trying to know somebody you never met But loving him was red Oh, red Burning red [Bridge] Remembering him comes in flashbacks and echoes Tell myself it's time now, gotta let go But moving on from him is impossible When I still see it all in my head In burning red Loving him was red [Chorus] Oh, losing him was blue like I'd never known Missing him was dark grey, all alone Forgetting him was like Trying to know somebody you never met 'Cause loving him was red Yeah, yeah, red We're burning red [Breakdown] And that's why he's spinning 'round in my head Comes back to me, burning red Yeah, yeah [Outro] His love was like driving a new Maserati Down a dead-end street"
Red,False,2012-10-22,3.0,Treacherous,Taylor Swift,2012-10-22,0.705,0.621,2.0,-8.086,1.0,0.0334,0.101,4.3e-06,0.147,0.395,109.993,4.0,240773.0,False,D,major,D major,"[Verse 1] Put your lips close to mine As long as they don't touch Out of focus, eye to eye 'Til the gravity's too much And I'll do anything you say If you say it with your hands And I'd be smart to walk away But you're quicksand [Chorus 1] This slope is treacherous This path is reckless This slope is treacherous And I-I-I like it [Verse 2] I can't decide if it's a choice Getting swept away I hear the sound of my own voice Asking you to stay And all we are is skin and bone Trained to get along Forever going with the flow But you're friction [Chorus 1] This slope is treacherous This path is reckless This slope is treacherous And I, I, I like it [Bridge] Two headlights shine through the sleepless night And I will get you, get you alone Your name has echoed through my mind And I just think you should, think you should know That nothing safe is worth the drive And I will follow you, follow you home Follow you, follow you home [Chorus 2] This hope is treacherous This daydream is dangerous This hope is treacherous I-I-I, I-I-I, I-I-I [Breakdown] Two headlights shine through the sleepless night And I will get you, get you alone Your name has echoed through my mind And I just think you should, think you should know That nothing safe is worth the drive And I will follow you, follow you home Follow you, follow you home I'll follow you, follow you home Follow you, follow you home [Outro] This slope is treacherous I-I-I like it"
Red,False,2012-10-22,4.0,I Knew You Were Trouble,Taylor Swift,2012-10-22,0.622,0.469,3.0,-6.798,0.0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,4.0,217973.0,False,D#,minor,D# minor,"[Intro] [Verse 1] Once upon a time, a few mistakes ago I was in your sights, you got me alone You found me, you found me, you found me I guess you didn't care, and I guess I liked that And when I fell hard, you took a step back Without me, without me, without me [Pre-Chorus] And he's long gone, when he's next to me And I realize the blame is on me [Chorus] 'Cause I knew you were trouble when you walked in So, shame on me now Flew me to places I'd never been 'Til you put me down, oh I knew you were trouble when you walked in So, shame on me now Flew me to places I'd never been Now I'm lying on the cold hard ground Oh, oh-oh Trouble, trouble, trouble Oh, oh-oh Trouble, trouble, trouble [Verse 2] No apologies, he'll never see you cry Pretend he doesn't know That he's the reason why You're drowning, you're drowning You're drowning And I heard you moved on From whispers on the street A new notch in your belt is all I'll ever be And now I see, now I see Now I see [Pre-Chorus] He was long gone when he met me And I realize the joke is on me, hey! [Chorus] I knew you were trouble when you walked in (oh) So, shame on me now Flew me to places I'd never been 'Til you put me down, oh I knew you were trouble when you walked in So, shame on me now Flew me to places I'd never been (yeah) Now I'm lying on the cold hard ground Oh, oh-oh (yeah) Trouble, trouble, trouble Oh, oh-oh Trouble, trouble, trouble [Bridge] And the saddest fear Comes creeping in That you never loved me Or her, or anyone, or anything, yeah! [Chorus] I knew you were trouble when you walked in So, shame on me now Flew me to places I'd never been (never been) 'Til you put me down, oh I knew you were trouble when you walked in (Knew it right there) So, shame on me now (knew it right there) Flew me to places I'd never been (ooh) Now I'm lying on the cold hard ground Oh, oh-oh Trouble, trouble, trouble (oh) Oh, oh-oh Trouble, trouble, trouble [Outro] I knew you were trouble when you walked in Trouble, trouble, trouble I knew you were trouble when you walked in Trouble, trouble, trouble [Outro]"
Red,False,2012-10-22,5.0,All Too Well,Taylor Swift,2012-10-22,0.602,0.609,0.0,-7.803,1.0,0.0243,0.0382,0.0002,0.127,0.337,93.06,4.0,327893.0,False,C,major,C major,"[Intro] I walked through the door with you The air was cold But something 'bout it felt like home somehow, and I Left my scarf there at your sister's house And you've still got it In your drawer, even now [Verse 1] Oh, your sweet disposition And my wide-eyed gaze We're singing in the car getting lost upstate Autumn leaves falling down like pieces into place And I can picture it after all these days [Pre-Chorus 1] And I know it's long gone and That magic's not here no more And I might be okay, but I'm not fine at all Oh, oh, oh [Chorus 1] 'Cause there we are again on that little town street You almost ran the red 'cause you were looking over at me Wind in my hair, I was there, I remember it all too well [Verse 2] Photo album on the counter Your cheeks were turning red You used to be a little kid with glasses in a twin-sized bed And your mother's telling stories 'bout you on the tee-ball team You tell me 'bout your past, thinking your future was me [Pre-Chorus 2] And I know it's long gone and There was nothing else I could do And I forget about you long enough To forget why I needed to [Chorus 2] 'Cause there we are again in the middle of the night We're dancing round the kitchen in the refrigerator light Down the stairs, I was there, I remember it all too well, yeah [Bridge] Maybe we got lost in translation Maybe I asked for too much But maybe this thing was a masterpiece 'Til you tore it all up Running scared, I was there, I remember it all too well And you call me up again just to break me like a promise So casually cruel in the name of being honest I'm a crumpled up piece of paper lying here 'Cause I remember it all, all, all Too well [Verse 3] Time won't fly, it's like I'm paralyzed by it I'd like to be my old self again But I'm still trying to find it After plaid shirt days and nights when you made me your own Now you mail back my things and I walk home alone But you keep my old scarf From that very first week 'Cause it reminds you of innocence And it smells like me You can't get rid of it 'Cause you remember it all too well, yeah [Chorus 3] 'Cause there we are again when I loved you so Back before you lost the one real thing you've ever known It was rare, I was there, I remember it all too well [Outro] Wind in my hair, you were there, you remember it all Down the stairs, you were there, you remember it all It was rare, I was there, I remember it all too well"
